5, 917, 0, 0, 0, 0
9, 1500.0, 0.0
5, 937, 0, 0, 0, 0
5, 957, 1, 0, 0, 0
5, 977, 3, 3, 0, 0
5, 997, 7, 6, 0, 0
5, 1017, 12, 10, 0, 0
5, 1037, 18, 16, 0, 0
5, 1057, 26, 23, 1, 0
5, 1077, 2, 0, 1, 1
5, 1097, 32, 0, 2, 2
5, 1117, 12, 0, 3, 3
5, 1137, 11, 21, 3, 4
5, 1157, 0, 8, 4, 4
5, 1177, 0, 0, 5, 5
5, 1197, 0, 0, 6, 6
5, 1217, 0, 0, 7, 8
5, 1238, 0, 19, 9, 9
5, 1258, 37, 0, 10, 10
5, 1278, 0, 0, 12, 11
5, 1298, 0, 0, 13, 12
5, 1318, 0, 40, 15, 14
5, 1338, 0, 0, 17, 16
5, 1358, 59, 0, 18, 17
5, 1378, 0, 0, 20, 19
5, 1398, 0, 0, 22, 21
5, 1418, 72, 0, 24, 23
5, 1438, 0, 0, 27, 24
5, 1458, 0, 31, 30, 27
5, 1478, 0, 0, 32, 31
5, 1498, 5, 0, 34, 34
5, 1518, 19, 0, 35, 37
5, 1538, 128, 0, 37, 39
5, 1558, 0, 0, 40, 42
5, 1579, 0, 3, 43, 43
5, 1599, 0, 104, 47, 45
5, 1619, 0, 51, 50, 47
5, 1639, 0, 0, 53, 51
5, 1659, 47, 0, 56, 55
5, 1679, 62, 0, 60, 58
5, 1699, 0, 0, 64, 61
5, 1719, 0, 39, 67, 64
5, 1739, 71, 0, 70, 68
5, 1759, 0, 0, 74, 72
5, 1779, 93, 0, 78, 76
5, 1799, 0, 0, 83, 79
5, 1819, 0, 14, 88, 83
5, 1839, 5, 0, 92, 87
5, 1859, 17, 0, 95, 91
5, 1879, 28, 0, 99, 95
5, 1899, 75, 0, 103, 101
5, 1920, 0, 0, 109, 105
5, 1940, 0, 2, 114, 110
5, 1960, 0, 19, 119, 113
5, 1980, 65, 35, 124, 117
5, 2000, 0, 50, 132, 123
5, 2020, 0, 0, 136, 129
5, 2040, 50, 0, 141, 134
5, 2060, 45, 47, 146, 138
5, 2080, 0, 0, 151, 144
5, 2100, 0, 14, 157, 149
5, 2120, 5, 0, 162, 155
5, 2140, 0, 43, 168, 160
5, 2160, 91, 59, 173, 165
5, 2180, 20, 0, 179, 170
5, 2200, 22, 70, 185, 176
5, 2220, 31, 5, 191, 182
5, 2240, 41, 5, 197, 188
5, 2260, 52, 11, 203, 193
5, 2280, 31, 48, 210, 199
5, 2300, 0, 0, 218, 207
5, 2320, 0, 17, 225, 213
5, 2340, 51, 3, 231, 220
5, 2360, 42, 32, 238, 226
5, 2380, 81, 46, 246, 232
5, 2400, 0, 0, 253, 240
5, 2420, 0, 42, 261, 246
5, 2440, 0, 0, 268, 253
5, 2460, 0, 69, 276, 259
5, 2480, 0, 0, 283, 267
5, 2500, 76, 0, 290, 275
5, 2520, 35, 83, 296, 281
5, 2540, 49, 0, 303, 289
5, 2560, 67, 161, 310, 294
5, 2580, 0, 55, 320, 302
5, 2600, 43, 31, 328, 310
5, 2620, 0, 31, 336, 318
5, 2640, 0, 0, 345, 327
5, 2660, 61, 23, 352, 335
5, 2680, 75, 30, 361, 342
5, 2700, 0, 117, 370, 350
5, 2720, 0, 51, 380, 358
5, 2740, 56, 104, 388, 365
5, 2760, 0, 85, 396, 373
5, 2780, 61, 36, 406, 382
5, 2800, 7, 23, 415, 391
5, 2820, 115, 98, 423, 399
5, 2840, 0, 19, 432, 408
5, 2860, 0, 0, 440, 416
5, 2880, 84, 22, 448, 424
5, 2900, 13, 28, 458, 432
5, 2920, 58, 61, 466, 440
5, 2940, 0, 46, 474, 448
5, 2960, 60, 47, 483, 456
5, 2980, 0, 0, 492, 465
5, 3000, 0, 0, 500, 473
5, 3020, 0, 29, 509, 481
5, 3040, 60, 121, 517, 489
5, 3060, 0, 55, 526, 497
5, 3080, 65, 22, 534, 505
5, 3100, 0, 41, 543, 513
5, 3120, 36, 44, 552, 521
5, 3140, 68, 0, 561, 530
5, 3160, 51, 36, 569, 538
5, 3180, 45, 12, 578, 547
5, 3200, 0, 31, 586, 554
5, 3220, 65, 65, 595, 562
5, 3240, 0, 0, 606, 571
5, 3260, 0, 51, 613, 579
5, 3280, 86, 11, 621, 587
5, 3300, 0, 60, 630, 595
5, 3320, 0, 46, 638, 603
5, 3340, 3, 47, 647, 611
5, 3360, 0, 0, 656, 621
5, 3380, 130, 21, 664, 629
5, 3400, 53, 28, 673, 637
5, 3420, 44, 31, 682, 645
5, 3440, 0, 33, 691, 653
5, 3460, 64, 35, 699, 661
5, 3480, 44, 37, 708, 669
5, 3500, 45, 44, 717, 677
5, 3520, 40, 77, 725, 684
5, 3540, 69, 0, 734, 693
5, 3560, 0, 32, 743, 702
5, 3580, 36, 9, 752, 710
5, 3600, 0, 29, 760, 718
5, 3620, 60, 32, 769, 726
5, 3640, 40, 95, 778, 733
5, 3660, 35, 33, 786, 742
5, 3680, 0, 51, 795, 749
5, 3700, 124, 31, 802, 758
5, 3720, 180, 25, 809, 766
5, 3740, 109, 45, 817, 775
5, 3760, 208, 18, 824, 783
5, 3780, 79, 122, 833, 790
5, 3800, 45, 0, 842, 799
5, 3820, 100, 0, 850, 807
5, 3840, 38, 41, 859, 815
5, 3860, 30, 0, 868, 823
5, 3880, 0, 45, 879, 831
5, 3900, 9, 0, 888, 840
5, 3920, 0, 41, 897, 848
5, 3940, 85, 47, 906, 856
5, 3960, 0, 19, 915, 865
5, 3980, 42, 38, 924, 873
5, 4000, 0, 11, 933, 882
5, 4020, 68, 115, 941, 889
5, 4040, 48, 50, 950, 897
5, 4060, 48, 0, 959, 905
5, 4080, 44, 38, 968, 914
5, 4100, 39, 0, 976, 922
5, 4120, 68, 0, 983, 930
5, 4140, 0, 0, 993, 938
5, 4160, 69, 35, 1002, 946
5, 4180, 49, 40, 1011, 955
5, 4200, 0, 42, 1020, 963
5, 4220, 35, 14, 1029, 972
5, 4240, 67, 33, 1037, 980
5, 4260, 44, 36, 1046, 988
5, 4280, 72, 93, 1054, 996
5, 4300, 48, 13, 1063, 1005
5, 4320, 43, 84, 1072, 1013
5, 4340, 0, 5, 1081, 1022
5, 4360, 63, 161, 1089, 1029
5, 4380, 0, 44, 1099, 1037
5, 4400, 0, 14, 1107, 1045
5, 4420, 55, 32, 1115, 1053
5, 4440, 69, 35, 1123, 1061
5, 4460, 0, 38, 1132, 1069
5, 4480, 35, 9, 1141, 1077
5, 4500, 0, 59, 1150, 1085
5, 4520, 0, 45, 1159, 1093
5, 4540, 0, 46, 1167, 1102
5, 4560, 0, 17, 1176, 1110
5, 4580, 159, 0, 1183, 1118
5, 4600, 63, 28, 1191, 1126
5, 4620, 86, 120, 1200, 1134
5, 4640, 1, 54, 1209, 1142
5, 4660, 53, 21, 1218, 1150
5, 4680, 0, 40, 1228, 1159
5, 4700, 63, 43, 1236, 1167
5, 4720, 0, 14, 1245, 1176
5, 4740, 27, 34, 1254, 1184
5, 4760, 33, 37, 1263, 1192
5, 4780, 63, 0, 1272, 1200
5, 4800, 0, 0, 1280, 1209
5, 4820, 49, 0, 1289, 1218
5, 4840, 64, 16, 1296, 1226
5, 4860, 73, 22, 1305, 1233
5, 4880, 48, 55, 1314, 1241
5, 4900, 42, 125, 1323, 1248
5, 4920, 43, 63, 1331, 1256
5, 4940, 0, 0, 1342, 1266
5, 4960, 130, 5, 1350, 1274
5, 4980, 36, 26, 1358, 1282
5, 5000, 0, 60, 1368, 1289
5, 5020, 32, 45, 1376, 1297
5, 5040, 145, 46, 1384, 1305
5, 5060, 44, 0, 1392, 1314
5, 5080, 0, 39, 1400, 1322
5, 5100, 65, 14, 1409, 1331
5, 5120, 45, 34, 1418, 1339
5, 5140, 0, 37, 1426, 1347
5, 5160, 64, 39, 1435, 1355
5, 5180, 0, 41, 1444, 1363
5, 5200, 0, 13, 1453, 1372
5, 5220, 158, 32, 1460, 1380
5, 5240, 62, 35, 1469, 1388
5, 5260, 52, 37, 1478, 1396
5, 5280, 47, 0, 1487, 1404
5, 5300, 171, 110, 1494, 1412
5, 5320, 71, 48, 1502, 1420
5, 5340, 94, 101, 1510, 1428
5, 5360, 0, 106, 1521, 1436
5, 5380, 46, 53, 1529, 1444
5, 5400, 0, 52, 1539, 1452
5, 5420, 44, 28, 1548, 1460
5, 5440, 0, 0, 1557, 1469
5, 5460, 54, 34, 1565, 1478
