cmd,time,pwmL,pwmR,encL,encR
5,27846,-52,-52,1854,1779
5,27856,-54,-54,1850,1775
5,27866,-54,-54,1847,1772
5,27876,-56,-56,1844,1768
5,27886,-56,-56,1840,1765
5,27896,-58,-58,1836,1763
5,27906,-58,-58,1833,1759
5,27916,-58,-58,1829,1755
5,27926,-60,-60,1825,1751
5,27936,-60,-60,1821,1747
5,27947,-61,-61,1816,1744
5,27957,-63,-63,1812,1740
5,27967,-63,-63,1808,1736
5,27977,-65,-65,1804,1732
5,27987,-65,-65,1799,1727
5,27997,-67,-67,1795,1723
5,28007,-67,-67,1791,1719
5,28017,-68,-68,1786,1716
5,28027,-68,-68,1782,1711
5,28037,-70,-70,1777,1706
5,28047,-70,-70,1773,1702
5,28057,-72,-72,1768,1697
5,28067,-72,-72,1763,1692
5,28077,-73,-73,1759,1688
5,28087,-73,-73,1754,1683
5,28097,-75,-75,1749,1678
5,28107,-75,-75,1744,1673
5,28118,-76,-76,1739,1669
5,28128,-76,-76,1734,1664
5,28138,-78,-78,1729,1659
5,28148,-78,-78,1724,1654
5,28158,-79,-79,1719,1649
5,28168,-79,-79,1715,1644
5,28178,-81,-81,1710,1639
5,28188,-81,-81,1704,1634
5,28198,-82,-82,1699,1628
5,28208,-82,-82,1695,1624
5,28218,-83,-83,1689,1618
5,28228,-83,-83,1684,1610
5,28238,-85,-85,1679,1605
5,28248,-85,-85,1674,1600
5,28258,-86,-86,1669,1595
5,28268,-86,-86,1663,1590
5,28278,-87,-87,1658,1582
5,28288,-87,-87,1653,1578
5,28298,-88,-88,1648,1572
5,28308,-88,-88,1643,1566
5,28318,-89,-89,1637,1561
5,28328,-89,-89,1632,1555
5,28338,-90,-90,1627,1549
5,28348,-90,-90,1621,1544
5,28358,-91,-91,1616,1539
5,28368,-91,-91,1610,1533
5,28378,-92,-92,1605,1528
5,28388,-92,-92,1600,1523
5,28398,-93,-93,1594,1517
5,28408,-93,-93,1589,1512
5,28418,-94,-94,1584,1507
5,28428,-94,-94,1578,1501
5,28438,-95,-95,1572,1496
5,28448,-95,-95,1567,1491
5,28459,-96,-96,1561,1485
5,28469,-96,-96,1555,1480
5,28479,-96,-96,1550,1474
5,28489,-96,-96,1544,1469
5,28499,-97,-97,1538,1463
5,28509,-97,-97,1533,1458
5,28519,-97,-97,1528,1453
5,28529,-97,-97,1522,1447
5,28539,-98,-98,1516,1442
5,28549,-98,-98,1511,1437
5,28559,-98,-98,1506,1432
5,28569,-98,-98,1500,1426
5,28579,-99,-99,1495,1421
5,28589,-99,-99,1490,1416
5,28599,-99,-99,1484,1410
5,28609,-99,-99,1478,1404
5,28619,-99,-99,1473,1399
5,28630,-99,-99,1467,1393
5,28640,-99,-99,1461,1386
5,28650,-99,-99,1455,1380
5,28660,-99,-99,1450,1375
5,28670,-99,-99,1444,1369
5,28680,-100,-100,1439,1364
5,28690,-100,-100,1433,1359
5,28700,-99,-99,1427,1353
5,28710,-99,-99,1421,1348
5,28720,-99,-99,1416,1342
5,28730,-99,-99,1410,1337
5,28740,-99,-99,1405,1331
5,28750,-99,-99,1399,1326
5,28760,-99,-99,1394,1321
5,28770,-99,-99,1388,1315
5,28780,-99,-99,1382,1306
5,28790,-99,-99,1376,1301
5,28800,-98,-98,1371,1296
5,28810,-98,-98,1365,1290
5,28820,-98,-98,1359,1284
5,28830,-98,-98,1353,1279
5,28840,-97,-97,1348,1273
5,28850,-97,-97,1342,1268
5,28860,-96,-96,1337,1263
5,28870,-96,-96,1331,1257
5,28880,-96,-96,1325,1251
5,28890,-96,-96,1320,1246
5,28900,-95,-95,1314,1241
5,28910,-95,-95,1308,1235
5,28920,-94,-94,1303,1230
5,28930,-94,-94,1298,1225
5,28940,-93,-93,1292,1219
5,28950,-93,-93,1287,1214
5,28960,-92,-92,1281,1207
5,28971,-92,-92,1275,1201
5,28981,-91,-91,1270,1196
5,28991,-90,-90,1264,1189
5,29001,-90,-90,1259,1184
5,29011,-89,-89,1253,1178
5,29021,-89,-89,1248,1173
5,29031,-89,-89,1242,1168
5,29041,-87,-87,1237,1161
5,29051,-87,-87,1231,1156
5,29061,-86,-86,1226,1151
5,29071,-86,-86,1221,1146
5,29081,-84,-84,1215,1140
5,29091,-84,-84,1210,1135
5,29101,-83,-83,1205,1130
5,29111,-83,-83,1200,1125
5,29121,-81,-81,1194,1119
5,29131,-81,-81,1189,1114
5,29142,-79,-79,1183,1109
5,29152,-79,-79,1178,1103
5,29162,-79,-79,1172,1098
5,29172,-78,-78,1167,1091
5,29182,-78,-78,1161,1086
5,29192,-76,-76,1156,1081
5,29202,-76,-76,1151,1076
5,29212,-74,-74,1145,1070
5,29222,-72,-72,1140,1065
5,29232,-72,-72,1135,1059
5,29242,-70,-70,1130,1054
5,29252,-70,-70,1125,1048
5,29262,-68,-68,1119,1043
5,29272,-68,-68,1115,1038
5,29282,-65,-65,1109,1033
5,29292,-65,-65,1104,1028
5,29302,-63,-63,1099,1023
5,29312,-63,-63,1094,1018
5,29322,-63,-63,1089,1013
5,29332,-61,-61,1084,1008
5,29342,-61,-61,1079,1003
5,29352,-58,-58,1074,998
5,29362,-58,-58,1069,993
5,29372,-56,-56,1064,987
5,29382,-56,-56,1059,982
5,29392,-53,-53,1055,977
5,29402,-51,-51,1050,972
5,29412,-51,-51,1045,967
5,29422,-48,-48,1040,962
5,29432,-48,-48,1036,957
5,29442,-45,-45,1031,953
5,29452,-45,-45,1027,948
5,29462,-42,-42,1022,944
5,29472,-42,-42,1017,939
5,29483,-40,-40,1013,934
5,29493,-40,-40,1008,930
5,29503,-37,-37,1004,925
5,29513,-37,-37,999,921
5,29523,-34,-34,995,916
5,29533,-34,-34,991,912
5,29543,-31,-31,987,908
5,29553,-31,-31,983,903
5,29563,-28,-28,979,899
5,29573,-28,-28,975,896
5,29583,-25,-25,972,892
5,29593,-25,-25,968,888
5,29603,-22,-22,964,884
5,29613,-22,-22,961,881
5,29623,-19,-19,957,877
5,29633,-19,-19,954,873
5,29643,-16,-16,950,870
5,29654,-16,-16,947,866
5,29664,-12,-12,944,862
5,29674,-12,-12,941,859
5,29684,-9,-9,937,856
5,29694,-9,-9,934,853
5,29704,-6,-6,932,850
5,29714,-6,-6,929,847
5,29724,-3,-3,926,844
5,29734,-3,-3,924,841
5,29744,0,0,921,839
5,29754,0,0,919,837
5,29764,3,3,916,834
5,29774,3,3,914,832
5,29784,6,6,912,830
5,29794,6,6,910,828
5,29804,9,9,909,827
5,29814,9,9,907,825
5,29824,13,13,906,824
5,29834,13,13,904,823
5,29844,16,16,903,822
5,29854,16,16,903,822
5,29864,19,19,902,821
5,29874,19,19,902,821
5,29884,22,22,902,821
5,29894,22,22,902,821
5,29904,26,26,902,822
5,29914,26,26,903,822
5,29924,29,29,903,823
5,29934,29,29,904,823
5,29944,32,32,905,824
5,29954,32,32,906,825
5,29964,35,35,907,826
5,29974,35,35,909,827
5,29984,38,38,910,828
5,29995,38,38,911,829
5,30005,41,41,913,831
5,30015,41,41,914,833
5,30025,44,44,916,835
5,30035,44,44,918,837
5,30045,48,48,920,839
5,30055,48,48,922,842
5,30065,50,50,924,844
5,30075,50,50,927,847
5,30085,53,53,930,850
5,30095,53,53,933,853
5,30105,56,56,935,856
5,30115,56,56,939,859
5,30125,59,59,941,862
5,30135,59,59,945,866
5,30145,62,62,948,870
5,30155,62,62,952,873
5,30166,65,65,955,877
5,30176,65,65,959,881
5,30186,67,67,963,885
5,30196,67,67,967,889
5,30206,70,70,971,892
5,30216,70,70,975,896
5,30226,72,72,979,901
5,30236,72,72,983,905
5,30246,75,75,988,910
5,30256,75,75,992,914
5,30266,77,77,998,918
5,30276,77,77,1003,922
5,30286,79,79,1008,927
5,30296,79,79,1013,931
5,30306,81,81,1019,937
5,30316,81,81,1025,942
5,30326,83,83,1030,947
5,30336,83,83,1034,951
5,30346,85,85,1040,957
5,30356,85,85,1045,962
5,30366,87,87,1051,967
5,30376,87,87,1058,972
5,30386,89,89,1063,977
5,30396,89,89,1068,982
5,30406,90,90,1073,988
5,30416,90,90,1078,993
5,30426,92,92,1083,999
5,30436,92,92,1089,1005
5,30446,93,93,1094,1010
5,30456,93,93,1100,1016
5,30466,94,94,1105,1021
5,30476,94,94,1110,1027
5,30486,95,95,1116,1032
5,30496,95,95,1121,1038
5,30507,96,96,1127,1044
5,30517,96,96,1132,1049
5,30527,97,97,1138,1055
5,30537,97,97,1143,1060
5,30547,98,98,1149,1066
5,30557,98,98,1154,1071
5,30567,98,98,1160,1077
5,30577,98,98,1166,1082
5,30587,99,99,1171,1088
5,30597,99,99,1176,1093
5,30607,99,99,1182,1099
5,30617,99,99,1187,1104
5,30627,99,99,1193,1110
5,30637,99,99,1198,1115
5,30647,100,100,1204,1121
5,30657,100,100,1210,1126
5,30667,99,99,1216,1132
5,30678,99,99,1222,1138
5,30688,99,99,1226,1144
5,30698,99,99,1232,1150
5,30708,99,99,1238,1155
5,30718,99,99,1244,1161
5,30728,98,98,1249,1167
5,30738,98,98,1255,1172
5,30748,98,98,1261,1178
5,30758,97,97,1266,1184
5,30768,97,97,1271,1189
5,30778,96,96,1277,1195
5,30788,96,96,1283,1201
5,30798,95,95,1288,1207
5,30808,95,95,1293,1212
5,30818,93,93,1299,1218
5,30828,93,93,1303,1224
5,30838,92,92,1309,1229
5,30848,92,92,1314,1235
5,30858,92,92,1320,1240
5,30868,91,91,1325,1246
5,30878,91,91,1331,1252
5,30888,89,89,1336,1258
5,30898,89,89,1342,1263
5,30908,87,87,1347,1269
5,30918,87,87,1353,1274
5,30928,85,85,1359,1280
5,30938,83,83,1364,1285
5,30948,83,83,1369,1291
5,30958,81,81,1375,1297
5,30968,81,81,1380,1302
5,30978,78,78,1386,1307
5,30988,78,78,1392,1313
5,30998,76,76,1397,1318
5,31008,76,76,1403,1324
5,31019,73,73,1408,1329
5,31029,73,73,1415,1335
5,31039,71,71,1420,1340
5,31049,71,71,1426,1346
5,31059,68,68,1431,1351
5,31069,68,68,1437,1356
5,31079,68,68,1443,1361
5,31089,65,65,1449,1367
5,31099,65,65,1454,1372
5,31109,62,62,1459,1377
5,31119,58,58,1464,1382
5,31129,58,58,1470,1388
5,31139,55,55,1475,1393
5,31149,55,55,1480,1397
5,31159,52,52,1485,1402
5,31169,52,52,1490,1407
5,31179,48,48,1495,1413
5,31190,48,48,1500,1418
5,31200,45,45,1505,1423
5,31210,45,45,1510,1428
5,31220,41,41,1515,1434
5,31230,41,41,1520,1439
5,31240,37,37,1524,1443
5,31250,37,37,1529,1448
5,31260,33,33,1534,1453
5,31270,33,33,1538,1458
5,31280,30,30,1542,1462
5,31290,30,30,1546,1466
5,31300,26,26,1551,1471
5,31310,26,26,1555,1475
5,31320,22,22,1559,1479
5,31330,22,22,1563,1484
5,31340,17,17,1567,1488
5,31350,17,17,1570,1492
5,31360,13,13,1574,1496
5,31370,13,13,1577,1499
5,31380,9,9,1581,1503
5,31390,9,9,1584,1507
5,31400,5,5,1588,1511
5,31410,5,5,1590,1514
5,31420,1,1,1594,1517
5,31430,1,1,1597,1520
5,31440,-2,-2,1600,1524
5,31450,-2,-2,1602,1526
5,31460,-7,-7,1605,1529
5,31470,-7,-7,1607,1532
5,31480,-11,-11,1610,1534
5,31490,-11,-11,1612,1537
5,31500,-15,-15,1614,1539
5,31510,-15,-15,1615,1540
5,31520,-19,-19,1617,1542
5,31531,-19,-19,1618,1543
5,31541,-23,-23,1619,1543
5,31551,-23,-23,1620,1544
5,31561,-27,-27,1620,1544
5,31571,-27,-27,1620,1544
5,31581,-31,-31,1620,1544
5,31591,-31,-31,1620,1543
5,31601,-35,-35,1619,1543
5,31611,-35,-35,1619,1542
5,31621,-39,-39,1619,1542
5,31631,-39,-39,1619,1541
5,31641,-43,-43,1618,1539
5,31651,-43,-43,1617,1538
5,31661,-47,-47,1616,1537
5,31671,-47,-47,1615,1535
5,31681,-51,-51,1614,1534
5,31691,-51,-51,1612,1532
5,31702,-55,-55,1611,1530
5,31712,-55,-55,1609,1527
5,31722,-58,-58,1607,1525
5,31732,-58,-58,1604,1522
5,31742,-62,-62,1601,1519
5,31752,-62,-62,1598,1516
5,31762,-65,-65,1595,1513
5,31772,-65,-65,1591,1509
5,31782,-68,-68,1588,1506
5,31792,-68,-68,1585,1503
5,31802,-71,-71,1581,1499
5,31812,-71,-71,1577,1495
5,31822,-74,-74,1573,1492
5,31832,-74,-74,1569,1488
5,31842,-77,-77,1565,1484
5,31852,-77,-77,1560,1480
5,31862,-80,-80,1556,1475
5,31872,-80,-80,1552,1472
5,31882,-83,-83,1547,1468
5,31892,-83,-83,1543,1463
5,31902,-85,-85,1538,1458
5,31912,-85,-85,1533,1453
5,31922,-87,-87,1529,1449
5,31932,-87,-87,1524,1444
5,31942,-89,-89,1519,1439
5,31952,-89,-89,1514,1434
5,31962,-91,-91,1509,1430
5,31972,-91,-91,1504,1424
5,31982,-93,-93,1498,1419
5,31992,-93,-93,1493,1414
5,32002,-94,-94,1488,1409
5,32012,-94,-94,1483,1404
5,32022,-96,-96,1477,1398
5,32032,-96,-96,1472,1393
5,32043,-97,-97,1466,1387
5,32053,-97,-97,1460,1382
5,32063,-98,-98,1455,1376
5,32073,-98,-98,1449,1371
5,32083,-99,-99,1444,1366
5,32093,-99,-99,1439,1361
5,32103,-99,-99,1433,1355
5,32113,-99,-99,1427,1349
5,32123,-99,-99,1422,1344
5,32133,-99,-99,1417,1338
5,32143,-100,-100,1411,1333
5,32153,-100,-100,1405,1327
5,32163,-99,-99,1399,1322
5,32173,-99,-99,1394,1317
5,32183,-99,-99,1388,1311
5,32193,-99,-99,1382,1305
5,32203,-99,-99,1376,1300
5,32214,-99,-99,1371,1294
5,32224,-98,-98,1365,1289
5,32234,-98,-98,1359,1282
5,32244,-97,-97,1353,1276
5,32254,-97,-97,1347,1271
5,32264,-96,-96,1342,1266
5,32274,-96,-96,1336,1260
5,32284,-94,-94,1330,1254
5,32294,-94,-94,1324,1249
5,32304,-93,-93,1319,1243
5,32314,-91,-91,1314,1237
5,32324,-91,-91,1308,1232
5,32334,-89,-89,1302,1226
5,32344,-89,-89,1297,1221
5,32354,-89,-89,1292,1216
5,32364,-87,-87,1286,1209
5,32374,-87,-87,1280,1204
5,32384,-84,-84,1275,1199
5,32394,-84,-84,1270,1192
5,32404,-82,-82,1264,1187
5,32414,-82,-82,1259,1181
5,32424,-79,-79,1253,1178
5,32434,-79,-79,1248,1173
5,32444,-76,-76,1243,1166
5,32454,-76,-76,1237,1161
