cmd,time,pwmL,pwmR,encL,encR
5,10245,76,76,911,845
5,10255,76,76,914,848
5,10265,89,89,917,852
5,10275,89,89,921,856
5,10285,102,102,925,860
5,10295,102,102,929,865
5,10305,114,114,933,869
5,10315,114,114,937,874
5,10326,127,127,940,878
5,10336,127,127,944,882
5,10346,137,137,947,886
5,10356,150,150,951,891
5,10366,150,150,955,896
5,10376,160,160,958,900
5,10386,160,160,963,905
5,10396,170,170,967,910
5,10406,170,170,971,915
5,10416,181,181,974,919
5,10426,181,181,978,923
5,10436,191,191,981,928
5,10446,191,191,984,932
5,10456,198,198,987,936
5,10466,198,198,991,940
5,10476,198,198,994,945
5,10486,206,206,998,949
5,10496,206,206,1001,954
5,10506,214,214,1004,958
5,10516,214,214,1008,963
5,10526,221,221,1012,968
5,10536,229,229,1016,973
5,10546,229,229,1019,977
5,10556,234,234,1024,983
5,10566,234,234,1028,988
5,10576,239,239,1033,993
5,10586,239,239,1037,998
5,10596,244,244,1042,1004
5,10606,244,244,1047,1009
5,10616,247,247,1052,1015
5,10626,247,247,1056,1020
5,10636,247,247,1062,1025
5,10646,249,249,1067,1031
5,10656,249,249,1073,1037
5,10667,252,252,1078,1042
5,10677,252,252,1084,1046
5,10687,252,252,1089,1052
5,10697,252,252,1095,1059
5,10707,252,252,1101,1064
5,10717,252,252,1106,1069
5,10727,252,252,1112,1075
5,10737,252,252,1118,1080
5,10747,252,252,1123,1084
5,10757,249,249,1129,1089
5,10767,249,249,1134,1094
5,10777,247,247,1140,1100
5,10787,247,247,1146,1105
5,10797,244,244,1151,1108
5,10807,244,244,1157,1114
5,10817,239,239,1163,1118
5,10827,239,239,1168,1124
5,10838,234,234,1175,1128
5,10848,234,234,1181,1133
5,10858,229,229,1186,1139
5,10868,229,229,1192,1145
5,10878,221,221,1197,1150
5,10888,221,221,1202,1155
5,10898,214,214,1208,1161
5,10908,214,214,1213,1166
5,10918,206,206,1218,1171
5,10928,206,206,1223,1176
5,10938,196,196,1228,1181
5,10948,196,196,1233,1186
5,10958,188,188,1238,1192
5,10968,188,188,1242,1196
5,10978,178,178,1246,1202
5,10988,178,178,1251,1207
5,10998,165,165,1255,1211
5,11008,165,165,1259,1216
5,11018,155,155,1262,1220
5,11028,155,155,1267,1225
5,11038,142,142,1272,1230
5,11048,142,142,1277,1236
5,11058,130,130,1281,1241
5,11068,130,130,1286,1246
5,11078,117,117,1291,1252
5,11088,117,117,1296,1257
5,11098,104,104,1301,1262
5,11108,104,104,1306,1267
5,11118,91,91,1310,1272
5,11128,91,91,1315,1277
5,11138,76,76,1320,1282
5,11148,76,76,1325,1287
5,11158,61,61,1330,1293
5,11168,61,61,1335,1298
5,11179,48,48,1340,1303
5,11189,48,48,1345,1309
5,11199,33,33,1351,1314
5,11209,33,33,1356,1320
5,11219,17,17,1360,1325
5,11229,17,17,1365,1329
5,11239,2,2,1369,1334
5,11249,2,2,1374,1339
5,11259,-10,-10,1378,1344
5,11269,-10,-10,1382,1348
5,11279,-25,-25,1385,1352
5,11289,-25,-25,1388,1355
5,11299,-40,-40,1391,1358
5,11309,-40,-40,1392,1360
5,11319,-56,-56,1393,1361
5,11329,-56,-56,1393,1361
5,11339,-68,-68,1392,1360
5,11350,-68,-68,1390,1358
5,11360,-84,-84,1388,1355
5,11370,-84,-84,1385,1352
5,11380,-99,-99,1382,1348
5,11390,-99,-99,1378,1344
5,11400,-112,-112,1373,1339
5,11410,-112,-112,1369,1335
5,11420,-124,-124,1364,1330
5,11430,-124,-124,1360,1325
5,11440,-140,-140,1356,1321
5,11450,-140,-140,1352,1317
5,11460,-153,-153,1347,1312
5,11470,-153,-153,1342,1307
5,11480,-163,-163,1337,1302
5,11490,-163,-163,1332,1297
5,11500,-175,-175,1327,1292
5,11510,-175,-175,1323,1287
5,11520,-186,-186,1319,1283
5,11530,-186,-186,1314,1278
5,11540,-196,-196,1310,1273
5,11550,-196,-196,1306,1269
5,11560,-206,-206,1301,1264
5,11570,-206,-206,1297,1260
5,11580,-214,-214,1293,1254
5,11590,-214,-214,1289,1249
5,11600,-221,-221,1284,1244
5,11610,-221,-221,1280,1240
5,11620,-229,-229,1276,1235
5,11630,-229,-229,1271,1230
5,11640,-237,-237,1266,1225
5,11650,-237,-237,1261,1220
5,11660,-242,-242,1256,1214
5,11670,-242,-242,1251,1209
5,11680,-244,-244,1246,1203
5,11691,-244,-244,1241,1198
5,11701,-249,-249,1235,1192
5,11711,-249,-249,1230,1187
5,11721,-252,-252,1224,1181
5,11731,-252,-252,1219,1176
5,11741,-252,-252,1214,1171
5,11751,-252,-252,1208,1165
5,11761,-252,-252,1202,1159
5,11771,-252,-252,1196,1154
5,11781,-252,-252,1191,1148
5,11791,-252,-252,1185,1143
5,11801,-252,-252,1179,1137
5,11811,-252,-252,1173,1131
5,11821,-249,-249,1168,1126
5,11831,-249,-249,1162,1121
5,11841,-244,-244,1156,1115
5,11851,-244,-244,1152,1109
5,11862,-242,-242,1146,1103
5,11872,-242,-242,1140,1098
5,11882,-237,-237,1134,1092
5,11892,-237,-237,1129,1087
5,11902,-229,-229,1123,1082
5,11912,-229,-229,1118,1077
5,11922,-221,-221,1112,1071
5,11932,-221,-221,1107,1065
5,11942,-214,-214,1101,1060
5,11952,-214,-214,1096,1055
5,11962,-204,-204,1090,1049
5,11972,-204,-204,1085,1044
5,11982,-193,-193,1079,1038
5,11992,-193,-193,1075,1034
5,12002,-183,-183,1070,1028
5,12012,-183,-183,1065,1023
5,12022,-173,-173,1060,1018
5,12032,-173,-173,1055,1014
5,12042,-160,-160,1051,1009
5,12052,-160,-160,1046,1004
5,12062,-147,-147,1042,1000
5,12072,-147,-147,1037,995
5,12082,-132,-132,1033,990
5,12092,-132,-132,1028,985
5,12102,-119,-119,1023,980
5,12112,-119,-119,1018,975
5,12122,-104,-104,1014,970
5,12132,-104,-104,1009,965
5,12142,-89,-89,1005,961
5,12152,-89,-89,1000,956
5,12162,-73,-73,996,951
5,12172,-73,-73,991,946
5,12182,-56,-56,986,941
5,12192,-56,-56,981,936
5,12203,-40,-40,976,930
5,12213,-40,-40,971,925
5,12223,-22,-22,966,920
5,12233,-22,-22,961,915
5,12243,-7,-7,957,910
5,12253,-7,-7,953,906
5,12263,7,7,948,901
5,12273,7,7,944,897
5,12283,22,22,941,893
5,12293,22,22,938,890
5,12303,40,40,936,887
5,12313,40,40,934,885
5,12323,56,56,933,885
5,12333,73,73,933,886
5,12343,73,73,934,887
5,12353,89,89,936,889
5,12363,89,89,938,892
5,12374,104,104,942,896
5,12384,104,104,945,900
5,12394,119,119,948,904
5,12404,119,119,951,907
5,12414,135,135,953,911
5,12424,135,135,956,914
5,12434,135,135,960,919
5,12444,147,147,964,923
5,12454,147,147,968,928
5,12464,160,160,972,933
5,12474,160,160,976,938
5,12484,175,175,980,943
5,12494,175,175,984,947
5,12504,186,186,988,952
5,12514,186,186,991,956
5,12524,198,198,995,961
5,12534,209,209,999,965
5,12544,209,209,1002,970
5,12554,216,216,1006,974
5,12564,216,216,1009,979
5,12574,226,226,1013,984
5,12584,226,226,1017,989
5,12594,232,232,1021,994
5,12604,232,232,1026,999
5,12614,232,232,1030,1004
5,12624,239,239,1035,1010
5,12634,239,239,1039,1015
5,12644,244,244,1044,1020
5,12654,244,244,1049,1026
5,12664,247,247,1054,1031
5,12674,247,247,1059,1036
5,12684,252,252,1064,1042
5,12694,252,252,1070,1048
5,12704,252,252,1075,1054
5,12715,252,252,1081,1058
5,12725,252,252,1086,1062
5,12735,252,252,1093,1067
5,12745,252,252,1099,1071
5,12755,249,249,1104,1076
5,12765,249,249,1110,1079
5,12775,247,247,1115,1085
5,12785,247,247,1121,1091
5,12795,244,244,1127,1097
5,12805,244,244,1132,1100
5,12815,244,244,1138,1106
5,12825,237,237,1145,1107
5,12835,237,237,1150,1113
5,12845,232,232,1155,1118
5,12855,232,232,1161,1122
5,12865,224,224,1167,1127
5,12875,214,214,1172,1133
5,12886,214,214,1178,1139
5,12896,204,204,1183,1144
5,12906,204,204,1188,1150
5,12916,193,193,1194,1155
5,12926,193,193,1199,1160
5,12936,183,183,1203,1165
5,12946,183,183,1208,1170
5,12956,170,170,1213,1175
5,12966,170,170,1217,1180
5,12976,155,155,1221,1184
5,12986,155,155,1225,1190
5,12996,140,140,1230,1195
5,13006,140,140,1236,1200
5,13016,124,124,1240,1205
5,13026,124,124,1245,1210
5,13036,109,109,1250,1216
5,13046,109,109,1255,1221
5,13056,94,94,1259,1225
5,13066,94,94,1263,1230
5,13076,76,76,1268,1235
5,13086,76,76,1273,1241
5,13096,58,58,1278,1246
5,13106,58,58,1282,1251
5,13116,40,40,1287,1256
5,13126,40,40,1292,1262
5,13136,22,22,1297,1267
5,13146,22,22,1301,1272
5,13156,5,5,1305,1277
5,13166,5,5,1310,1282
5,13176,-10,-10,1314,1286
5,13186,-10,-10,1318,1290
5,13196,-28,-28,1321,1294
5,13206,-28,-28,1324,1298
5,13216,-45,-45,1327,1300
5,13227,-45,-45,1328,1302
5,13237,-63,-63,1329,1303
5,13247,-63,-63,1329,1303
5,13257,-81,-81,1328,1301
5,13267,-81,-81,1326,1299
5,13277,-99,-99,1323,1296
5,13287,-99,-99,1320,1292
5,13297,-114,-114,1316,1288
5,13307,-114,-114,1312,1284
5,13317,-132,-132,1308,1280
5,13327,-132,-132,1304,1276
5,13337,-147,-147,1299,1271
5,13347,-147,-147,1295,1266
5,13357,-160,-160,1291,1262
5,13367,-160,-160,1286,1257
5,13377,-175,-175,1281,1252
5,13387,-175,-175,1277,1247
5,13398,-188,-188,1273,1243
5,13408,-188,-188,1269,1238
5,13418,-198,-198,1265,1234
5,13428,-198,-198,1261,1229
5,13438,-211,-211,1257,1224
5,13448,-211,-211,1253,1220
5,13458,-221,-221,1249,1215
5,13468,-221,-221,1245,1211
5,13478,-229,-229,1241,1206
5,13488,-229,-229,1237,1201
5,13498,-237,-237,1232,1196
5,13508,-237,-237,1227,1191
5,13518,-242,-242,1222,1185
5,13528,-242,-242,1218,1181
5,13538,-247,-247,1213,1175
5,13548,-247,-247,1207,1170
5,13558,-249,-249,1202,1164
5,13568,-249,-249,1197,1159
5,13578,-252,-252,1191,1154
5,13588,-252,-252,1186,1148
5,13598,-252,-252,1180,1142
5,13608,-252,-252,1174,1137
5,13618,-252,-252,1169,1132
5,13628,-252,-252,1163,1126
5,13638,-249,-249,1157,1120
5,13648,-249,-249,1151,1115
5,13658,-247,-247,1146,1109
5,13668,-247,-247,1140,1104
5,13678,-242,-242,1134,1098
5,13688,-242,-242,1128,1092
5,13698,-237,-237,1123,1087
5,13708,-237,-237,1117,1082
5,13718,-229,-229,1111,1076
5,13728,-229,-229,1106,1070
5,13739,-219,-219,1100,1065
5,13749,-219,-219,1094,1059
5,13759,-209,-209,1089,1054
5,13769,-209,-209,1083,1048
5,13779,-198,-198,1078,1043
5,13789,-198,-198,1073,1038
5,13799,-186,-186,1067,1032
5,13809,-186,-186,1062,1027
5,13819,-173,-173,1057,1022
5,13829,-173,-173,1053,1018
5,13839,-158,-158,1048,1013
5,13849,-158,-158,1044,1008
5,13859,-142,-142,1039,1003
5,13869,-142,-142,1035,999
5,13879,-124,-124,1030,994
5,13889,-124,-124,1026,989
5,13899,-109,-109,1021,984
5,13910,-109,-109,1017,979
5,13920,-91,-91,1013,975
5,13930,-91,-91,1008,970
5,13940,-71,-71,1003,965
5,13950,-71,-71,999,960
5,13960,-53,-53,994,955
5,13970,-53,-53,989,950
5,13980,-33,-33,984,945
5,13990,-33,-33,979,940
5,14000,-15,-15,975,935
5,14010,-15,-15,970,930
5,14020,2,2,965,925
5,14030,2,2,961,921
5,14040,20,20,959,917
5,14050,20,20,955,913
5,14060,40,40,952,910
5,14070,40,40,950,908
5,14080,61,61,949,906
5,14090,61,61,949,906
5,14100,79,79,950,907
5,14110,79,79,952,909
5,14120,96,96,955,912
5,14130,96,96,958,915
5,14140,114,114,962,919
5,14150,114,114,965,924
5,14160,132,132,969,928
5,14170,132,132,973,932
5,14180,147,147,977,936
5,14190,147,147,981,941
5,14200,165,165,986,946
5,14210,165,165,990,951
5,14220,178,178,994,956
5,14230,178,178,998,960
5,14240,193,193,1002,965
5,14251,193,193,1006,970
5,14261,204,204,1010,974
5,14271,204,204,1013,979
5,14281,216,216,1017,984
5,14291,216,216,1021,989
5,14301,226,226,1025,993
5,14311,226,226,1029,998
5,14321,234,234,1033,1003
5,14331,234,234,1038,1008
5,14341,242,242,1042,1013
5,14351,242,242,1047,1019
5,14361,247,247,1052,1024
5,14371,247,247,1057,1030
5,14381,249,249,1061,1035
5,14391,249,249,1067,1039
5,14401,252,252,1072,1045
5,14411,252,252,1078,1051
5,14422,252,252,1083,1056
5,14432,252,252,1089,1062
5,14442,252,252,1094,1067
5,14452,252,252,1100,1072
5,14462,249,249,1106,1077
5,14472,247,247,1111,1083
5,14482,247,247,1117,1088
5,14492,239,239,1123,1095
5,14502,239,239,1129,1100
5,14512,234,234,1135,1105
5,14522,234,234,1140,1110
5,14532,224,224,1146,1115
5,14542,224,224,1152,1120
5,14552,214,214,1157,1125
5,14562,214,214,1162,1131
5,14572,214,214,1168,1136
5,14582,204,204,1173,1142
5,14592,204,204,1178,1147
5,14602,191,191,1183,1152
5,14612,191,191,1188,1157
5,14622,175,175,1193,1163
5,14632,175,175,1198,1168
5,14642,160,160,1202,1172
5,14652,145,145,1206,1177
5,14662,145,145,1211,1182
5,14672,127,127,1216,1187
5,14682,127,127,1220,1192
5,14692,109,109,1225,1197
5,14702,109,109,1229,1202
5,14712,91,91,1233,1207
5,14722,91,91,1237,1211
5,14732,91,91,1242,1216
5,14742,71,71,1246,1221
5,14752,71,71,1251,1227
5,14763,51,51,1256,1232
5,14773,51,51,1261,1237
5,14783,30,30,1266,1243
5,14793,30,30,1271,1248
5,14803,10,10,1275,1253
5,14813,10,10,1279,1258
5,14823,-7,-7,1283,1263
5,14833,-28,-28,1287,1267
5,14843,-28,-28,1290,1271
5,14853,-51,-51,1293,1274
5,14863,-51,-51,1294,1276
5,14873,-68,-68,1295,1276
5,14883,-68,-68,1295,1275
5,14893,-89,-89,1293,1274
5,14903,-89,-89,1291,1271
5,14913,-109,-109,1288,1268
5,14923,-109,-109,1285,1265
5,14934,-127,-127,1282,1262
5,14944,-127,-127,1280,1258
5,14954,-145,-145,1277,1255
5,14964,-145,-145,1274,1251
5,14974,-163,-163,1270,1247
5,14984,-163,-163,1266,1243
5,14994,-163,-163,1263,1239
5,15004,-178,-178,1260,1235
5,15014,-191,-191,1256,1231
5,15024,-191,-191,1254,1228
5,15034,-204,-204,1250,1224
5,15044,-204,-204,1247,1220
5,15054,-216,-216,1244,1215
5,15064,-216,-216,1241,1211
5,15074,-226,-226,1237,1207
5,15084,-226,-226,1233,1202
5,15094,-234,-234,1229,1197
5,15104,-234,-234,1225,1193
5,15114,-242,-242,1220,1187
5,15124,-242,-242,1215,1182
5,15134,-247,-247,1210,1177
5,15144,-247,-247,1205,1171
5,15154,-252,-252,1200,1167
5,15164,-252,-252,1195,1162
5,15174,-252,-252,1189,1157
5,15184,-252,-252,1184,1152
5,15194,-252,-252,1179,1147
5,15204,-252,-252,1173,1141
5,15214,-252,-252,1167,1135
5,15224,-252,-252,1161,1130
5,15234,-247,-247,1156,1125
5,15244,-247,-247,1150,1119
5,15254,-242,-242,1144,1113
5,15264,-242,-242,1138,1108
5,15275,-234,-234,1132,1102
5,15285,-234,-234,1127,1096
5,15295,-226,-226,1121,1091
5,15305,-226,-226,1115,1085
5,15315,-216,-216,1109,1081
5,15325,-216,-216,1104,1076
5,15335,-204,-204,1098,1070
5,15345,-204,-204,1093,1065
5,15355,-191,-191,1088,1059
5,15365,-191,-191,1083,1054
5,15375,-175,-175,1077,1049
5,15385,-175,-175,1072,1044
5,15395,-160,-160,1068,1039
5,15405,-160,-160,1063,1035
5,15415,-142,-142,1059,1030
5,15425,-142,-142,1054,1025
5,15435,-124,-124,1049,1020
5,15446,-124,-124,1044,1015
5,15456,-104,-104,1039,1010
5,15466,-104,-104,1035,1005
5,15476,-84,-84,1031,1000
5,15486,-84,-84,1026,995
5,15496,-63,-63,1022,991
5,15506,-63,-63,1017,986
5,15516,-40,-40,1012,981
5,15526,-40,-40,1007,975
5,15536,-20,-20,1003,971
5,15546,-20,-20,998,966
5,15556,0,0,994,961
5,15566,0,0,990,956
5,15576,20,20,986,953
5,15586,20,20,982,949
5,15596,43,43,979,946
5,15606,43,43,977,944
5,15616,63,63,976,942
5,15626,63,63,976,942
5,15636,86,86,977,943
5,15646,86,86,978,945
5,15656,107,107,981,948
5,15666,107,107,983,951
5,15676,124,124,986,954
5,15686,124,124,988,957
5,15696,145,145,991,960
5,15706,145,145,994,963
5,15716,163,163,997,967
5,15726,163,163,1000,971
5,15736,178,178,1003,975
5,15746,178,178,1006,979
5,15756,193,193,1009,982
5,15766,193,193,1012,986
5,15776,206,206,1015,990
5,15787,206,206,1018,995
5,15797,219,219,1021,999
5,15807,219,219,1024,1003
5,15817,229,229,1028,1008
5,15827,229,229,1032,1013
5,15837,239,239,1036,1017
5,15847,239,239,1040,1022
5,15857,244,244,1044,1028
5,15867,244,244,1049,1033
5,15877,249,249,1053,1038
5,15887,249,249,1058,1044
5,15897,252,252,1063,1049
5,15907,252,252,1069,1054
5,15917,252,252,1074,1059
5,15927,252,252,1079,1065
5,15937,252,252,1085,1071
5,15947,252,252,1090,1077
5,15958,249,249,1096,1083
5,15968,249,249,1102,1089
5,15978,244,244,1107,1095
5,15988,244,244,1113,1101
5,15998,237,237,1119,1106
5,16008,237,237,1124,1111
5,16018,229,229,1130,1117
5,16028,229,229,1135,1123
5,16038,216,216,1141,1129
5,16048,216,216,1146,1133
5,16058,204,204,1152,1139
5,16068,204,204,1157,1144
5,16078,191,191,1162,1150
5,16088,191,191,1167,1155
5,16098,175,175,1172,1160
5,16108,175,175,1177,1165
5,16118,158,158,1182,1171
5,16128,158,158,1186,1175
5,16138,140,140,1190,1180
5,16148,140,140,1195,1185
5,16158,119,119,1199,1190
5,16168,119,119,1204,1195
5,16178,99,99,1208,1200
5,16188,99,99,1213,1205
5,16198,76,76,1218,1210
5,16208,76,76,1223,1216
5,16218,56,56,1227,1221
5,16228,56,56,1233,1226
5,16238,33,33,1238,1232
5,16248,33,33,1242,1237
5,16258,10,10,1247,1242
5,16268,10,10,1251,1247
5,16278,-10,-10,1256,1252
5,16288,-10,-10,1260,1257
5,16299,-33,-33,1263,1261
5,16309,-33,-33,1266,1265
5,16319,-56,-56,1268,1267
5,16329,-56,-56,1269,1269
5,16339,-79,-79,1270,1269
5,16349,-79,-79,1269,1268
5,16359,-102,-102,1267,1266
5,16369,-102,-102,1266,1264
5,16379,-122,-122,1264,1262
5,16389,-122,-122,1263,1260
5,16399,-142,-142,1261,1258
5,16409,-142,-142,1259,1255
5,16419,-160,-160,1256,1252
5,16429,-160,-160,1254,1249
5,16439,-178,-178,1251,1245
5,16449,-178,-178,1249,1242
5,16459,-193,-193,1246,1239
5,16470,-193,-193,1244,1235
5,16480,-209,-209,1241,1232
5,16490,-209,-209,1238,1228
5,16500,-219,-219,1235,1224
5,16510,-219,-219,1232,1220
5,16520,-232,-232,1229,1216
5,16530,-232,-232,1225,1211
5,16540,-239,-239,1221,1206
5,16550,-239,-239,1217,1201
5,16560,-247,-247,1213,1197
5,16570,-247,-247,1208,1191
5,16580,-249,-249,1203,1186
5,16590,-249,-249,1197,1180
5,16600,-252,-252,1193,1175
5,16610,-252,-252,1187,1170
5,16620,-252,-252,1182,1164
5,16630,-252,-252,1176,1159
5,16640,-252,-252,1171,1154
5,16650,-252,-252,1165,1148
5,16660,-247,-247,1159,1142
5,16670,-247,-247,1154,1137
5,16680,-242,-242,1148,1131
5,16690,-232,-232,1142,1126
5,16700,-232,-232,1137,1120
5,16710,-232,-232,1131,1115
5,16720,-221,-221,1125,1109
5,16730,-221,-221,1120,1104
5,16740,-209,-209,1114,1098
5,16750,-209,-209,1109,1093
5,16760,-196,-196,1103,1087
5,16770,-196,-196,1098,1083
5,16780,-178,-178,1093,1077
5,16790,-178,-178,1088,1072
5,16800,-160,-160,1083,1067
5,16811,-142,-142,1078,1062
5,16821,-142,-142,1073,1057
5,16831,-122,-122,1068,1052
5,16841,-122,-122,1063,1046
5,16851,-99,-99,1058,1041
5,16861,-99,-99,1054,1037
5,16871,-76,-76,1048,1031
5,16881,-76,-76,1043,1026
5,16891,-53,-53,1037,1020
5,16901,-53,-53,1032,1016
5,16911,-53,-53,1027,1010
5,16921,-30,-30,1022,1005
5,16931,-30,-30,1016,1000
5,16941,-7,-7,1012,995
5,16951,-7,-7,1007,990
5,16961,15,15,1002,985
5,16971,38,38,998,979
5,16982,38,38,995,976
5,16992,63,63,993,974
5,17002,63,63,992,973
5,17012,86,86,993,974
5,17022,86,86,994,975
5,17032,109,109,996,978
5,17042,109,109,999,980
5,17052,130,130,1001,983
5,17062,130,130,1003,986
5,17072,150,150,1006,989
5,17082,150,150,1010,994
5,17092,168,168,1014,998
5,17102,168,168,1018,1003
5,17112,186,186,1021,1007
5,17122,186,186,1025,1011
5,17132,186,186,1028,1016
5,17142,201,201,1032,1020
5,17152,216,216,1035,1024
5,17162,216,216,1039,1028
5,17172,226,226,1042,1033
5,17182,226,226,1046,1038
5,17192,237,237,1051,1043
5,17202,237,237,1055,1048
5,17212,244,244,1059,1053
5,17222,244,244,1064,1058
5,17232,249,249,1069,1064
5,17242,249,249,1073,1069
5,17252,252,252,1079,1075
5,17262,252,252,1084,1080
5,17272,252,252,1090,1086
5,17282,252,252,1095,1090
5,17292,252,252,1100,1096
5,17302,252,252,1106,1102
5,17312,247,247,1112,1108
5,17323,247,247,1117,1113
5,17333,239,239,1123,1118
5,17343,239,239,1129,1124
5,17353,232,232,1135,1130
5,17363,232,232,1140,1136
5,17373,219,219,1145,1141
5,17383,219,219,1151,1147
5,17393,206,206,1157,1152
5,17403,206,206,1162,1158
5,17413,191,191,1167,1163
5,17423,191,191,1172,1168
5,17433,173,173,1177,1174
5,17443,173,173,1182,1179
5,17453,155,155,1186,1183
5,17463,155,155,1191,1189
5,17473,135,135,1197,1194
5,17483,135,135,1202,1200
5,17494,112,112,1207,1205
5,17504,112,112,1212,1211
5,17514,91,91,1217,1216
5,17524,91,91,1222,1221
5,17534,66,66,1227,1227
5,17544,66,66,1232,1232
5,17554,43,43,1237,1237
5,17564,43,43,1242,1243
5,17574,17,17,1247,1248
5,17584,17,17,1251,1253
5,17594,-5,-5,1256,1258
5,17604,-5,-5,1260,1263
5,17614,-30,-30,1264,1268
5,17624,-30,-30,1267,1271
5,17634,-56,-56,1269,1274
5,17644,-56,-56,1270,1275
5,17654,-79,-79,1271,1275
5,17664,-79,-79,1270,1274
5,17674,-104,-104,1268,1272
5,17684,-104,-104,1266,1270
5,17694,-124,-124,1265,1268
5,17704,-124,-124,1263,1266
5,17714,-147,-147,1262,1264
5,17724,-147,-147,1259,1261
5,17734,-168,-168,1256,1257
5,17744,-168,-168,1253,1254
5,17754,-186,-186,1251,1250
5,17764,-186,-186,1248,1247
5,17774,-201,-201,1245,1243
5,17784,-201,-201,1242,1240
5,17794,-216,-216,1239,1236
5,17804,-216,-216,1236,1232
5,17814,-229,-229,1233,1228
5,17824,-229,-229,1229,1223
5,17835,-239,-239,1225,1219
5,17845,-239,-239,1221,1214
5,17855,-244,-244,1216,1208
5,17865,-244,-244,1211,1203
5,17875,-249,-249,1206,1198
5,17885,-249,-249,1203,1194
5,17895,-252,-252,1197,1188
5,17905,-252,-252,1192,1183
5,17915,-252,-252,1186,1177
5,17925,-252,-252,1181,1172
5,17935,-249,-249,1176,1167
5,17945,-249,-249,1170,1161
5,17955,-244,-244,1164,1155
5,17965,-244,-244,1159,1150
5,17975,-237,-237,1153,1145
5,17985,-237,-237,1147,1139
5,17995,-226,-226,1142,1133
5,18006,-226,-226,1136,1128
5,18016,-214,-214,1130,1122
5,18026,-214,-214,1124,1117
5,18036,-198,-198,1119,1111
5,18046,-198,-198,1113,1106
5,18056,-183,-183,1108,1101
5,18066,-183,-183,1103,1096
5,18076,-163,-163,1098,1091
5,18086,-163,-163,1093,1086
5,18096,-142,-142,1089,1081
5,18106,-142,-142,1084,1076
5,18116,-119,-119,1079,1071
5,18126,-119,-119,1074,1066
5,18136,-96,-96,1070,1061
5,18146,-96,-96,1065,1056
5,18156,-73,-73,1059,1051
5,18166,-73,-73,1054,1046
5,18176,-48,-48,1049,1041
5,18186,-48,-48,1044,1035
5,18196,-20,-20,1039,1030
5,18206,-20,-20,1034,1025
5,18216,2,2,1029,1020
5,18226,2,2,1025,1015
5,18236,28,28,1020,1011
5,18246,28,28,1017,1007
5,18256,53,53,1014,1004
5,18266,53,53,1013,1003
5,18276,79,79,1012,1002
5,18286,79,79,1012,1003
5,18296,104,104,1014,1005
5,18306,104,104,1016,1007
5,18316,127,127,1017,1009
5,18326,127,127,1019,1011
5,18336,150,150,1021,1013
5,18347,150,150,1023,1016
5,18357,170,170,1026,1019
5,18367,170,170,1030,1023
5,18377,188,188,1033,1027
5,18387,188,188,1036,1031
5,18397,206,206,1038,1034
5,18407,206,206,1041,1038
5,18417,219,219,1045,1042
5,18427,219,219,1048,1046
5,18437,232,232,1051,1050
5,18447,232,232,1055,1055
5,18457,242,242,1059,1060
5,18467,242,242,1064,1065
5,18477,247,247,1068,1070
5,18487,247,247,1072,1075
5,18497,252,252,1077,1081
5,18507,252,252,1083,1086
5,18518,252,252,1088,1092
5,18528,252,252,1093,1098
5,18538,252,252,1099,1104
5,18548,252,252,1105,1109
5,18558,247,247,1110,1115
5,18568,247,247,1115,1120
5,18578,242,242,1121,1126
5,18588,232,232,1127,1130
5,18598,232,232,1133,1136
5,18608,219,219,1138,1141
5,18618,219,219,1143,1146
5,18628,219,219,1149,1152
5,18638,204,204,1155,1158
5,18648,204,204,1160,1163
5,18658,188,188,1165,1168
5,18668,188,188,1170,1174
5,18678,168,168,1175,1179
5,18688,168,168,1180,1184
5,18698,147,147,1184,1189
5,18708,147,147,1189,1194
5,18718,124,124,1194,1200
5,18728,124,124,1199,1205
5,18738,102,102,1204,1209
5,18748,102,102,1208,1214
5,18758,76,76,1212,1219
5,18768,48,48,1217,1224
5,18778,48,48,1221,1229
5,18788,48,48,1225,1234
5,18798,22,22,1230,1239
5,18808,22,22,1234,1244
5,18818,-2,-2,1238,1248
5,18828,-2,-2,1242,1253
5,18838,-30,-30,1245,1257
5,18848,-30,-30,1248,1261
5,18859,-56,-56,1250,1264
5,18869,-56,-56,1251,1265
5,18879,-81,-81,1251,1266
5,18889,-81,-81,1250,1265
5,18899,-107,-107,1248,1263
5,18909,-107,-107,1246,1260
5,18919,-132,-132,1244,1258
5,18929,-153,-153,1241,1255
5,18939,-153,-153,1238,1251
5,18949,-175,-175,1234,1248
5,18959,-175,-175,1230,1243
5,18969,-193,-193,1227,1239
5,18979,-193,-193,1223,1235
5,18989,-209,-209,1219,1231
5,18999,-209,-209,1216,1227
5,19009,-224,-224,1212,1222
5,19019,-224,-224,1208,1218
5,19030,-234,-234,1203,1213
5,19040,-234,-234,1199,1208
5,19050,-244,-244,1194,1203
5,19060,-244,-244,1189,1198
5,19070,-249,-249,1184,1192
5,19080,-249,-249,1180,1188
5,19090,-249,-249,1174,1182
5,19100,-252,-252,1169,1177
5,19110,-252,-252,1163,1171
5,19120,-252,-252,1158,1166
5,19130,-249,-249,1153,1160
5,19140,-249,-249,1147,1155
5,19150,-244,-244,1141,1149
5,19160,-244,-244,1136,1144
5,19170,-234,-234,1130,1138
5,19180,-234,-234,1124,1133
5,19190,-224,-224,1118,1127
5,19200,-224,-224,1113,1122
5,19210,-209,-209,1108,1117
