cmd,time,pwmL,pwmR,encL,encR
5,15807,99,-99,243,-298
5,15817,99,-99,249,-304
5,15827,99,-99,253,-310
5,15837,99,-99,258,-315
5,15847,99,-99,264,-319
5,15857,99,-99,269,-323
5,15867,99,-99,274,-329
5,15877,99,-99,279,-333
5,15887,99,-99,286,-338
5,15897,99,-99,291,-343
5,15907,99,-99,298,-347
5,15917,99,-99,304,-353
5,15927,99,-99,310,-358
5,15937,99,-99,316,-362
5,15947,99,-99,322,-367
5,15958,99,-99,327,-372
5,15968,99,-99,332,-377
5,15978,99,-99,337,-382
5,15988,99,-99,342,-387
5,15998,99,-99,347,-391
5,16008,99,-99,352,-395
5,16018,99,-99,357,-399
5,16028,99,-99,362,-404
5,16038,99,-99,367,-408
5,16048,99,-99,372,-410
5,16058,99,-99,378,-415
5,16068,99,-99,383,-419
5,16078,99,-99,388,-423
5,16088,99,-99,392,-427
5,16098,99,-99,397,-431
5,16108,99,-99,403,-434
5,16118,99,-99,410,-439
5,16128,99,-99,417,-443
5,16138,99,-99,422,-448
5,16148,99,-99,427,-453
5,16158,99,-99,431,-456
5,16168,99,-99,436,-460
5,16178,99,-99,442,-464
5,16188,99,-99,447,-468
5,16198,99,-99,452,-472
5,16208,99,-99,457,-479
5,16218,99,-99,461,-483
5,16228,99,-99,466,-488
5,16238,99,-99,471,-493
5,16248,99,-99,476,-496
5,16258,99,-99,482,-500
5,16268,99,-99,487,-504
5,16278,99,-99,492,-509
5,16288,99,-99,499,-513
5,16299,99,-99,504,-517
5,16309,99,-99,509,-522
5,16319,99,-99,514,-527
5,16329,99,-99,519,-531
5,16339,99,-99,524,-535
5,16349,99,-99,529,-537
5,16359,99,-99,535,-542
5,16369,99,-99,541,-547
5,16379,99,-99,547,-550
5,16389,99,-99,552,-555
5,16399,99,-99,556,-559
5,16409,99,-99,561,-564
5,16419,99,-99,567,-570
5,16429,99,-99,572,-575
5,16439,98,-98,578,-579
5,16449,98,-98,584,-585
5,16459,98,-98,588,-589
5,16470,98,-98,593,-593
5,16480,98,-98,599,-595
5,16490,98,-98,605,-600
5,16500,98,-98,610,-604
5,16510,98,-98,616,-609
5,16520,98,-98,621,-612
5,16530,98,-98,626,-616
5,16540,98,-98,631,-621
5,16550,98,-98,638,-624
5,16560,98,-98,643,-630
5,16570,98,-98,648,-634
5,16580,98,-98,654,-639
5,16590,98,-98,660,-644
5,16600,98,-98,665,-648
5,16610,98,-98,672,-654
5,16620,97,-97,677,-659
5,16630,97,-97,682,-663
5,16640,97,-97,688,-667
5,16650,97,-97,693,-671
5,16660,97,-97,698,-676
5,16670,97,-97,703,-681
5,16680,97,-97,710,-685
5,16690,97,-97,714,-689
5,16700,97,-97,719,-694
5,16710,97,-97,725,-696
5,16720,97,-97,731,-700
5,16730,97,-97,736,-702
5,16740,96,-96,742,-706
5,16750,96,-96,747,-711
5,16760,96,-96,753,-717
5,16770,96,-96,757,-720
5,16780,96,-96,763,-724
5,16790,96,-96,770,-729
5,16800,96,-96,775,-733
5,16811,96,-96,780,-738
5,16821,96,-96,785,-743
5,16831,96,-96,789,-747
5,16841,95,-95,793,-752
5,16851,95,-95,798,-756
5,16861,95,-95,802,-760
5,16871,95,-95,807,-765
5,16881,95,-95,813,-770
5,16891,95,-95,817,-775
5,16901,95,-95,823,-779
5,16911,95,-95,829,-786
5,16921,94,-94,834,-791
5,16931,94,-94,837,-795
5,16941,94,-94,842,-799
5,16951,94,-94,848,-804
5,16961,94,-94,856,-810
5,16971,94,-94,861,-814
5,16982,94,-94,868,-820
5,16992,94,-94,872,-825
5,17002,93,-93,879,-830
5,17012,93,-93,883,-834
5,17022,93,-93,889,-839
5,17032,93,-93,893,-843
5,17042,93,-93,898,-848
5,17052,92,-92,904,-852
5,17062,92,-92,910,-857
5,17072,92,-92,915,-861
5,17082,92,-92,921,-866
5,17092,92,-92,926,-870
5,17102,92,-92,930,-875
5,17112,92,-92,934,-879
5,17122,91,-91,938,-883
5,17132,91,-91,942,-888
5,17142,91,-91,947,-892
5,17152,91,-91,952,-896
5,17162,90,-90,956,-900
5,17172,90,-90,962,-904
5,17182,90,-90,965,-908
5,17192,90,-90,970,-912
5,17202,90,-90,973,-916
5,17212,89,-89,976,-920
5,17222,89,-89,979,-923
5,17232,89,-89,982,-927
5,17242,89,-89,984,-931
5,17252,88,-88,986,-935
5,17262,88,-88,988,-940
5,17272,88,-88,990,-944
5,17282,88,-88,991,-947
5,17292,88,-88,993,-952
5,17302,87,-87,995,-956
5,17312,87,-87,996,-960
5,17323,87,-87,998,-964
5,17333,87,-87,999,-968
5,17343,86,-86,1000,-971
5,17353,86,-86,1001,-975
5,17363,86,-86,1002,-979
5,17373,85,-85,1005,-982
5,17383,85,-85,1006,-986
5,17393,84,-84,1007,-990
5,17403,84,-84,1009,-994
5,17413,84,-84,1010,-998
5,17423,84,-84,1012,-1002
5,17433,83,-83,1013,-1006
5,17443,83,-83,1015,-1010
5,17453,83,-83,1016,-1013
5,17463,83,-83,1018,-1017
5,17473,82,-82,1020,-1020
5,17483,82,-82,1022,-1024
5,17494,81,-81,1024,-1028
5,17504,81,-81,1026,-1032
5,17514,81,-81,1027,-1036
5,17524,81,-81,1029,-1040
5,17534,80,-80,1030,-1045
5,17544,80,-80,1032,-1049
5,17554,79,-79,1034,-1053
5,17564,79,-79,1036,-1057
5,17574,78,-78,1038,-1062
5,17584,78,-78,1040,-1065
5,17594,78,-78,1042,-1070
5,17604,78,-78,1044,-1074
5,17614,77,-77,1046,-1078
5,17624,77,-77,1047,-1082
5,17634,76,-76,1049,-1086
5,17644,76,-76,1051,-1090
5,17654,75,-75,1053,-1094
5,17664,75,-75,1055,-1098
5,17674,74,-74,1057,-1102
5,17684,74,-74,1059,-1106
5,17694,74,-74,1061,-1110
5,17704,74,-74,1062,-1114
5,17714,73,-73,1063,-1118
5,17724,73,-73,1064,-1122
5,17734,72,-72,1065,-1126
5,17744,72,-72,1066,-1130
5,17754,71,-71,1066,-1133
5,17764,71,-71,1066,-1138
5,17774,70,-70,1066,-1142
5,17784,70,-70,1067,-1146
5,17794,69,-69,1067,-1149
5,17804,69,-69,1068,-1153
5,17814,68,-68,1068,-1158
5,17824,68,-68,1068,-1162
5,17835,67,-67,1069,-1166
5,17845,67,-67,1069,-1170
5,17855,66,-66,1070,-1174
5,17865,66,-66,1070,-1178
5,17875,65,-65,1070,-1182
5,17885,65,-65,1070,-1186
5,17895,64,-64,1070,-1190
5,17905,64,-64,1070,-1195
5,17915,63,-63,1070,-1199
5,17925,63,-63,1070,-1203
5,17935,62,-62,1070,-1207
5,17945,62,-62,1070,-1211
5,17955,61,-61,1070,-1215
5,17965,61,-61,1070,-1219
5,17975,59,-59,1071,-1223
5,17985,59,-59,1072,-1227
5,17995,58,-58,1072,-1231
5,18006,58,-58,1072,-1235
5,18016,57,-57,1073,-1240
5,18026,57,-57,1075,-1244
5,18036,56,-56,1075,-1248
5,18046,56,-56,1075,-1252
5,18056,55,-55,1075,-1255
5,18066,55,-55,1075,-1259
5,18076,53,-53,1075,-1263
5,18086,53,-53,1075,-1267
5,18096,52,-52,1076,-1271
5,18106,52,-52,1076,-1275
5,18116,51,-51,1076,-1279
5,18126,51,-51,1076,-1283
5,18136,49,-49,1078,-1287
5,18146,49,-49,1078,-1290
5,18156,48,-48,1078,-1294
5,18166,48,-48,1078,-1298
5,18176,47,-47,1079,-1301
5,18186,47,-47,1080,-1305
5,18196,45,-45,1080,-1308
5,18206,45,-45,1080,-1312
5,18216,44,-44,1080,-1315
5,18226,44,-44,1080,-1318
5,18236,43,-43,1080,-1321
5,18246,43,-43,1080,-1325
5,18256,41,-41,1080,-1328
5,18266,41,-41,1080,-1331
5,18276,40,-40,1080,-1334
5,18286,40,-40,1080,-1337
5,18296,38,-38,1080,-1340
5,18306,38,-38,1080,-1342
5,18316,37,-37,1080,-1345
5,18326,37,-37,1080,-1348
5,18336,35,-35,1080,-1351
5,18347,35,-35,1080,-1353
5,18357,33,-33,1080,-1356
5,18367,33,-33,1080,-1359
5,18377,32,-32,1080,-1361
5,18387,32,-32,1080,-1363
5,18397,30,-30,1080,-1365
5,18407,30,-30,1080,-1368
5,18417,29,-29,1080,-1370
5,18427,29,-29,1080,-1372
5,18437,27,-27,1080,-1374
5,18447,27,-27,1080,-1376
5,18457,25,-25,1080,-1378
5,18467,25,-25,1080,-1380
5,18477,24,-24,1080,-1382
5,18487,24,-24,1080,-1384
5,18497,22,-22,1080,-1385
5,18507,22,-22,1080,-1387
5,18518,20,-20,1080,-1388
5,18528,20,-20,1080,-1390
5,18538,19,-19,1080,-1391
5,18548,19,-19,1080,-1392
5,18558,17,-17,1080,-1393
5,18568,15,-15,1080,-1394
5,18578,15,-15,1080,-1394
5,18588,13,-13,1080,-1395
5,18598,13,-13,1080,-1396
5,18608,12,-12,1080,-1396
5,18618,12,-12,1080,-1396
5,18628,12,-12,1080,-1397
5,18638,10,-10,1080,-1397
5,18648,10,-10,1080,-1397
5,18658,8,-8,1080,-1397
5,18668,8,-8,1080,-1397
5,18678,6,-6,1080,-1397
5,18688,6,-6,1080,-1397
5,18698,4,-4,1080,-1397
5,18708,4,-4,1080,-1397
5,18718,2,-2,1080,-1397
5,18728,1,-1,1080,-1397
5,18738,1,-1,1080,-1397
5,18748,0,0,1080,-1397
5,18758,0,0,1080,-1397
5,18768,-2,2,1080,-1397
5,18778,-2,2,1080,-1397
5,18788,-2,2,1079,-1397
5,18798,-4,4,1079,-1397
5,18808,-4,4,1079,-1397
5,18818,-6,6,1079,-1397
5,18828,-6,6,1079,-1397
5,18838,-8,8,1079,-1397
5,18848,-8,8,1079,-1397
5,18859,-10,10,1079,-1397
5,18869,-10,10,1079,-1397
5,18879,-12,12,1079,-1397
5,18889,-12,12,1078,-1397
5,18899,-14,14,1077,-1397
5,18909,-16,16,1077,-1397
5,18919,-16,16,1076,-1397
5,18929,-18,18,1075,-1396
5,18939,-18,18,1074,-1396
5,18949,-20,20,1073,-1395
5,18959,-20,20,1072,-1395
5,18969,-22,22,1071,-1394
5,18979,-22,22,1069,-1393
5,18989,-23,23,1068,-1392
5,18999,-23,23,1066,-1391
5,19009,-23,23,1065,-1389
5,19019,-25,25,1063,-1388
5,19030,-25,25,1061,-1388
5,19040,-27,27,1059,-1387
5,19050,-27,27,1058,-1386
5,19060,-29,29,1056,-1385
5,19070,-31,31,1055,-1384
5,19080,-31,31,1053,-1383
5,19090,-33,33,1052,-1382
5,19100,-33,33,1050,-1381
5,19110,-35,35,1049,-1380
5,19120,-35,35,1048,-1379
5,19130,-37,37,1046,-1378
5,19140,-37,37,1045,-1377
5,19150,-39,39,1043,-1376
5,19160,-39,39,1042,-1375
5,19170,-41,41,1041,-1374
5,19180,-41,41,1040,-1373
5,19190,-43,43,1039,-1371
5,19200,-43,43,1038,-1370
5,19210,-45,45,1037,-1368
5,19220,-45,45,1036,-1366
5,19230,-47,47,1035,-1365
5,19240,-47,47,1034,-1363
5,19250,-49,49,1034,-1361
5,19260,-49,49,1033,-1359
5,19270,-51,51,1032,-1357
5,19280,-51,51,1030,-1355
5,19290,-52,52,1029,-1353
5,19300,-52,52,1028,-1351
5,19310,-54,54,1027,-1349
5,19320,-54,54,1025,-1346
5,19330,-56,56,1024,-1344
5,19340,-56,56,1023,-1341
5,19350,-58,58,1021,-1338
5,19360,-58,58,1020,-1336
5,19371,-60,60,1018,-1333
5,19381,-60,60,1017,-1329
5,19391,-61,61,1017,-1326
5,19401,-61,61,1016,-1323
5,19411,-63,63,1015,-1320
5,19421,-63,63,1014,-1317
5,19431,-65,65,1013,-1313
5,19441,-65,65,1011,-1310
5,19451,-67,67,1010,-1306
5,19461,-67,67,1008,-1303
5,19471,-68,68,1006,-1300
5,19481,-68,68,1004,-1297
5,19491,-70,70,1002,-1294
5,19501,-70,70,1000,-1290
5,19511,-72,72,998,-1286
5,19521,-72,72,996,-1283
5,19531,-73,73,995,-1278
5,19542,-73,73,993,-1274
5,19552,-75,75,991,-1270
5,19562,-75,75,989,-1266
5,19572,-76,76,987,-1262
5,19582,-76,76,985,-1258
5,19592,-78,78,983,-1254
5,19602,-78,78,980,-1250
5,19612,-79,79,977,-1246
5,19622,-79,79,974,-1242
5,19632,-81,81,971,-1239
5,19642,-81,81,967,-1235
5,19652,-82,82,964,-1231
5,19662,-82,82,961,-1228
5,19672,-83,83,958,-1224
5,19682,-83,83,954,-1220
5,19692,-85,85,950,-1217
5,19702,-85,85,947,-1213
5,19712,-86,86,943,-1209
5,19722,-86,86,939,-1205
5,19732,-87,87,935,-1201
5,19742,-87,87,930,-1197
5,19752,-88,88,926,-1192
5,19762,-88,88,922,-1188
5,19772,-89,89,918,-1183
5,19782,-89,89,914,-1179
5,19792,-90,90,909,-1174
5,19802,-90,90,906,-1170
5,19812,-91,91,902,-1165
5,19822,-91,91,897,-1160
5,19832,-92,92,893,-1155
5,19842,-92,92,889,-1151
5,19852,-93,93,885,-1146
5,19862,-93,93,881,-1141
5,19872,-94,94,877,-1136
5,19883,-94,94,872,-1131
5,19893,-95,95,868,-1127
5,19903,-95,95,863,-1122
5,19913,-96,96,859,-1117
5,19923,-96,96,854,-1112
5,19933,-96,96,851,-1108
5,19943,-96,96,847,-1104
5,19953,-97,97,842,-1099
5,19963,-97,97,838,-1094
5,19973,-97,97,834,-1090
5,19983,-97,97,829,-1085
5,19993,-98,98,825,-1080
5,20003,-98,98,820,-1075
5,20013,-98,98,816,-1071
5,20023,-98,98,811,-1066
5,20033,-99,99,807,-1062
5,20043,-99,99,802,-1057
5,20054,-99,99,798,-1052
5,20064,-99,99,793,-1047
5,20074,-99,99,788,-1043
5,20084,-99,99,783,-1038
5,20094,-99,99,778,-1033
5,20104,-99,99,774,-1029
5,20114,-99,99,769,-1024
5,20124,-99,99,763,-1019
5,20134,-100,100,758,-1014
5,20144,-100,100,754,-1010
5,20154,-99,99,749,-1005
5,20164,-99,99,743,-1000
5,20174,-99,99,738,-996
5,20184,-99,99,733,-994
5,20194,-99,99,728,-989
5,20204,-99,99,723,-984
5,20214,-99,99,717,-979
5,20224,-99,99,713,-974
5,20234,-99,99,708,-971
5,20244,-99,99,703,-966
5,20254,-98,98,696,-962
5,20264,-98,98,691,-957
5,20274,-98,98,687,-952
5,20284,-98,98,682,-947
5,20294,-97,97,677,-942
5,20304,-97,97,672,-937
5,20314,-96,96,668,-933
5,20324,-96,96,661,-928
5,20334,-96,96,656,-923
5,20344,-96,96,651,-918
5,20354,-95,95,647,-913
5,20364,-95,95,642,-908
5,20374,-94,94,638,-903
5,20384,-94,94,633,-898
5,20395,-93,93,628,-893
5,20405,-93,93,623,-888
5,20415,-92,92,619,-883
5,20425,-91,91,614,-878
5,20435,-91,91,610,-874
5,20445,-90,90,606,-869
5,20455,-90,90,602,-864
5,20465,-89,89,597,-860
5,20475,-89,89,593,-855
5,20485,-87,87,589,-851
5,20495,-87,87,585,-846
5,20505,-86,86,581,-841
5,20515,-86,86,576,-836
5,20525,-84,84,572,-832
5,20535,-84,84,568,-827
5,20545,-84,84,564,-822
5,20555,-83,83,560,-818
5,20566,-83,83,556,-813
5,20576,-81,81,552,-808
5,20586,-81,81,548,-804
5,20596,-79,79,544,-799
5,20606,-79,79,540,-795
5,20616,-78,78,537,-790
5,20626,-78,78,533,-786
5,20636,-76,76,528,-782
5,20646,-76,76,524,-777
5,20656,-74,74,521,-773
5,20666,-74,74,517,-768
5,20676,-74,74,513,-764
5,20686,-72,72,509,-760
5,20696,-70,70,505,-756
5,20706,-70,70,501,-751
5,20716,-68,68,498,-747
5,20726,-68,68,494,-743
5,20736,-65,65,492,-739
5,20746,-65,65,489,-735
5,20756,-63,63,485,-730
5,20766,-63,63,482,-726
5,20776,-61,61,478,-722
5,20786,-61,61,475,-719
5,20796,-58,58,472,-715
5,20806,-58,58,469,-711
5,20816,-56,56,466,-707
5,20826,-56,56,463,-703
5,20836,-56,56,460,-699
5,20846,-53,53,457,-696
5,20856,-51,51,454,-692
5,20866,-51,51,452,-688
5,20876,-48,48,449,-685
5,20886,-48,48,446,-681
5,20896,-45,45,443,-678
5,20907,-45,45,441,-674
5,20917,-42,42,438,-671
5,20927,-42,42,436,-668
5,20937,-40,40,434,-664
5,20947,-40,40,432,-661
5,20957,-37,37,430,-658
5,20967,-37,37,431,-655
5,20977,-34,34,429,-652
5,20987,-34,34,427,-649
5,20997,-31,31,426,-647
5,21007,-31,31,424,-644
5,21017,-28,28,423,-642
5,21027,-28,28,422,-639
5,21037,-25,25,421,-637
5,21047,-25,25,420,-635
5,21057,-22,22,420,-633
5,21067,-22,22,419,-631
5,21078,-19,19,419,-629
5,21088,-19,19,419,-627
5,21098,-16,16,418,-626
5,21108,-16,16,418,-624
5,21118,-12,12,418,-623
5,21128,-12,12,418,-622
5,21138,-9,9,418,-621
5,21148,-9,9,418,-621
5,21158,-6,6,418,-620
5,21168,-6,6,418,-620
5,21178,-3,3,418,-620
5,21188,-3,3,418,-620
5,21198,0,0,418,-621
5,21208,0,0,418,-621
5,21218,3,-3,418,-621
5,21228,3,-3,418,-621
5,21238,6,-6,418,-621
5,21248,6,-6,418,-621
5,21258,9,-9,418,-621
5,21268,9,-9,418,-621
5,21278,13,-13,418,-621
5,21288,13,-13,418,-621
5,21298,16,-16,418,-621
5,21308,16,-16,418,-621
5,21318,19,-19,418,-622
5,21328,19,-19,418,-622
5,21338,22,-22,419,-623
5,21348,22,-22,419,-624
5,21358,26,-26,420,-625
5,21368,26,-26,421,-626
5,21378,29,-29,421,-628
5,21388,29,-29,423,-629
5,21398,32,-32,424,-631
5,21408,32,-32,425,-632
5,21419,35,-35,426,-634
5,21429,35,-35,427,-635
5,21439,38,-38,428,-637
5,21449,38,-38,429,-638
5,21459,41,-41,431,-640
5,21469,41,-41,432,-641
5,21479,44,-44,434,-643
5,21489,44,-44,435,-645
5,21499,48,-48,437,-647
5,21509,48,-48,438,-648
5,21519,50,-50,440,-650
5,21529,50,-50,441,-652
5,21539,53,-53,443,-654
5,21549,53,-53,444,-656
5,21559,56,-56,446,-659
5,21569,56,-56,448,-661
5,21579,59,-59,450,-664
5,21590,59,-59,452,-666
5,21600,62,-62,455,-669
5,21610,62,-62,457,-671
5,21620,65,-65,460,-674
5,21630,65,-65,462,-677
5,21640,67,-67,464,-680
5,21650,67,-67,467,-683
5,21660,70,-70,470,-686
5,21670,70,-70,473,-689
5,21680,72,-72,476,-692
5,21690,72,-72,479,-696
5,21700,75,-75,482,-699
5,21710,75,-75,485,-702
5,21720,77,-77,488,-706
5,21730,77,-77,492,-709
5,21740,79,-79,495,-713
5,21750,79,-79,499,-716
5,21760,81,-81,502,-720
5,21770,81,-81,506,-723
5,21780,83,-83,510,-727
5,21790,83,-83,513,-731
5,21800,85,-85,517,-735
5,21810,85,-85,521,-739
5,21820,87,-87,525,-743
5,21830,87,-87,529,-747
5,21840,89,-89,532,-752
5,21850,89,-89,536,-755
5,21860,90,-90,540,-760
5,21870,90,-90,544,-764
5,21880,92,-92,548,-768
5,21890,93,-93,552,-771
5,21900,93,-93,556,-775
5,21910,93,-93,560,-780
5,21920,94,-94,565,-784
5,21931,94,-94,570,-789
5,21941,95,-95,575,-792
5,21951,95,-95,579,-797
5,21961,96,-96,584,-802
5,21971,96,-96,589,-806
5,21981,97,-97,592,-810
5,21991,97,-97,597,-815
5,22001,98,-98,602,-818
5,22011,98,-98,607,-823
5,22021,98,-98,611,-827
5,22031,98,-98,616,-832
5,22041,99,-99,621,-836
5,22051,99,-99,626,-841
5,22061,99,-99,630,-845
5,22071,99,-99,635,-849
5,22081,99,-99,639,-854
5,22091,100,-100,644,-858
5,22102,100,-100,651,-863
5,22112,99,-99,656,-868
5,22122,99,-99,662,-871
5,22132,99,-99,667,-876
5,22142,99,-99,673,-882
5,22152,99,-99,678,-885
5,22162,99,-99,683,-890
5,22172,99,-99,689,-895
5,22182,98,-98,697,-899
5,22192,98,-98,702,-903
5,22202,98,-98,707,-908
5,22212,98,-98,711,-913
5,22222,97,-97,716,-917
5,22232,96,-96,719,-920
5,22242,96,-96,724,-924
5,22252,95,-95,729,-929
5,22262,95,-95,734,-933
5,22272,93,-93,738,-938
5,22282,93,-93,743,-942
5,22292,92,-92,748,-947
5,22302,92,-92,753,-952
5,22312,91,-91,761,-956
5,22322,91,-91,765,-960
5,22332,89,-89,770,-965
5,22342,89,-89,776,-970
5,22352,87,-87,780,-974
5,22362,87,-87,784,-978
5,22372,87,-87,789,-983
5,22382,85,-85,793,-987
5,22392,85,-85,798,-992
5,22402,83,-83,802,-996
5,22412,81,-81,806,-1000
5,22422,81,-81,811,-1005
5,22432,78,-78,816,-1010
5,22443,78,-78,821,-1015
5,22453,76,-76,826,-1019
5,22463,76,-76,831,-1022
5,22473,73,-73,835,-1028
5,22483,73,-73,839,-1032
5,22493,71,-71,842,-1036
5,22503,71,-71,847,-1040
5,22513,68,-68,851,-1044
5,22523,68,-68,854,-1046
5,22533,65,-65,857,-1050
5,22543,65,-65,861,-1054
5,22553,62,-62,864,-1058
5,22563,62,-62,868,-1062
5,22573,58,-58,871,-1065
5,22583,58,-58,874,-1069
5,22593,55,-55,878,-1072
5,22603,55,-55,881,-1076
5,22614,52,-52,884,-1079
5,22624,52,-52,887,-1083
5,22634,48,-48,890,-1086
5,22644,48,-48,893,-1089
5,22654,45,-45,896,-1093
5,22664,45,-45,899,-1096
5,22674,41,-41,902,-1099
5,22684,41,-41,904,-1102
5,22694,37,-37,907,-1104
5,22704,37,-37,909,-1107
5,22714,33,-33,911,-1110
5,22724,33,-33,913,-1112
5,22734,30,-30,915,-1115
5,22744,30,-30,917,-1117
5,22754,26,-26,919,-1119
5,22764,26,-26,921,-1121
5,22774,22,-22,922,-1123
5,22784,22,-22,924,-1124
5,22794,17,-17,925,-1126
5,22804,17,-17,926,-1127
5,22814,13,-13,928,-1128
5,22824,13,-13,928,-1129
5,22834,9,-9,929,-1130
5,22844,9,-9,929,-1130
5,22854,5,-5,929,-1130
5,22864,5,-5,929,-1130
5,22874,1,-1,929,-1130
5,22884,1,-1,929,-1129
5,22894,-2,2,929,-1129
5,22904,-2,2,929,-1129
5,22914,-7,7,929,-1129
5,22924,-7,7,929,-1129
5,22934,-11,11,929,-1129
5,22944,-11,11,929,-1129
5,22955,-15,15,929,-1129
5,22965,-15,15,928,-1129
5,22975,-19,19,928,-1129
5,22985,-19,19,928,-1128
5,22995,-23,23,928,-1128
5,23005,-23,23,928,-1127
5,23015,-27,27,927,-1126
5,23025,-27,27,926,-1125
5,23035,-31,31,925,-1124
5,23045,-31,31,924,-1122
5,23055,-35,35,923,-1121
5,23065,-35,35,922,-1119
5,23075,-39,39,920,-1117
5,23085,-39,39,919,-1116
5,23095,-43,43,918,-1114
5,23105,-43,43,917,-1112
5,23115,-47,47,915,-1109
5,23126,-47,47,913,-1107
5,23136,-51,51,912,-1105
5,23146,-51,51,910,-1102
5,23156,-55,55,909,-1099
5,23166,-55,55,907,-1096
5,23176,-58,58,905,-1094
5,23186,-58,58,903,-1091
5,23196,-62,62,901,-1088
5,23206,-62,62,899,-1085
5,23216,-65,65,897,-1082
5,23226,-65,65,895,-1079
5,23236,-68,68,893,-1075
5,23246,-68,68,891,-1072
5,23256,-71,71,889,-1069
5,23266,-71,71,886,-1065
5,23276,-74,74,884,-1061
5,23286,-74,74,881,-1058
5,23296,-77,77,878,-1054
5,23306,-77,77,875,-1051
5,23316,-80,80,873,-1047
5,23326,-80,80,870,-1042
5,23336,-83,83,866,-1038
5,23346,-83,83,863,-1035
5,23356,-85,85,860,-1030
5,23366,-85,85,856,-1026
5,23376,-87,87,853,-1022
5,23386,-87,87,850,-1018
5,23396,-89,89,846,-1014
5,23406,-89,89,842,-1009
5,23416,-91,91,839,-1005
5,23426,-91,91,835,-1001
5,23436,-93,93,834,-996
5,23446,-93,93,830,-992
5,23456,-94,94,826,-987
5,23467,-94,94,822,-983
5,23477,-96,96,818,-978
5,23487,-96,96,813,-973
5,23497,-97,97,809,-969
5,23507,-97,97,805,-965
5,23517,-98,98,801,-961
5,23527,-98,98,796,-956
5,23537,-99,99,791,-951
5,23547,-99,99,787,-946
5,23557,-99,99,782,-942
5,23567,-99,99,777,-937
5,23577,-99,99,773,-932
5,23587,-99,99,768,-927
5,23597,-100,100,763,-922
5,23607,-100,100,759,-917
5,23617,-99,99,754,-913
5,23627,-99,99,749,-908
5,23638,-99,99,745,-902
5,23648,-99,99,740,-897
5,23658,-99,99,735,-892
5,23668,-99,99,730,-887
5,23678,-98,98,725,-882
5,23688,-98,98,720,-877
5,23698,-97,97,716,-872
5,23708,-97,97,712,-867
5,23718,-96,96,707,-862
5,23728,-96,96,702,-859
5,23738,-94,94,698,-854
5,23748,-94,94,693,-849
5,23758,-93,93,688,-844
5,23768,-91,91,684,-839
5,23778,-91,91,679,-836
5,23788,-89,89,675,-831
5,23798,-89,89,670,-826
5,23808,-87,87,667,-822
5,23818,-87,87,662,-817
5,23828,-84,84,658,-812
5,23838,-84,84,653,-807
5,23848,-82,82,649,-803
5,23858,-82,82,645,-798
5,23868,-82,82,641,-794
5,23878,-79,79,636,-789
5,23888,-79,79,632,-784
5,23898,-76,76,628,-780
5,23908,-76,76,624,-776
5,23918,-73,73,621,-771
5,23928,-70,70,617,-767
5,23938,-70,70,613,-763
5,23948,-66,66,609,-758
5,23958,-66,66,606,-754
5,23968,-62,62,602,-750
5,23979,-62,62,599,-747
5,23989,-59,59,595,-743
5,23999,-59,59,592,-739
5,24009,-55,55,588,-735
5,24019,-55,55,585,-731
5,24029,-50,50,582,-728
5,24039,-50,50,579,-724
5,24049,-46,46,576,-722
5,24059,-46,46,573,-719
5,24069,-42,42,571,-716
5,24079,-42,42,567,-713
5,24089,-42,42,565,-710
5,24099,-37,37,562,-707
5,24109,-33,33,560,-704
5,24119,-33,33,558,-701
5,24129,-28,28,556,-698
5,24139,-28,28,555,-695
5,24150,-23,23,553,-692
5,24160,-23,23,552,-689
5,24170,-19,19,551,-687
5,24180,-19,19,550,-685
5,24190,-14,14,549,-683
5,24200,-14,14,549,-682
5,24210,-9,9,548,-680
5,24220,-9,9,548,-679
5,24230,-4,4,548,-678
5,24240,-4,4,548,-678
5,24250,0,0,548,-677
5,24260,0,0,548,-677
5,24270,5,-5,548,-678
5,24280,5,-5,548,-678
5,24290,10,-10,548,-678
5,24300,10,-10,548,-678
5,24310,15,-15,548,-678
5,24320,15,-15,548,-679
5,24330,20,-20,548,-679
5,24340,20,-20,549,-680
5,24350,25,-25,549,-680
5,24360,25,-25,549,-681
5,24370,30,-30,550,-682
5,24380,30,-30,551,-684
5,24390,34,-34,552,-686
5,24400,34,-34,553,-687
5,24410,39,-39,554,-689
5,24420,39,-39,556,-691
5,24430,44,-44,557,-693
5,24440,44,-44,558,-695
5,24450,48,-48,560,-697
5,24460,48,-48,561,-699
5,24470,52,-52,562,-701
5,24480,52,-52,564,-704
5,24491,57,-57,565,-706
5,24501,57,-57,567,-709
5,24511,61,-61,569,-711
5,24521,61,-61,571,-714
5,24531,65,-65,574,-717
5,24541,65,-65,576,-719
5,24551,69,-69,578,-722
5,24561,69,-69,580,-726
5,24571,72,-72,583,-729
5,24581,72,-72,585,-732
5,24591,76,-76,588,-736
5,24601,76,-76,590,-740
5,24611,79,-79,593,-744
5,24621,79,-79,596,-747
5,24631,82,-82,599,-751
5,24641,82,-82,602,-756
5,24651,85,-85,605,-760
5,24662,85,-85,609,-764
5,24672,87,-87,612,-768
5,24682,87,-87,617,-772
5,24692,90,-90,620,-775
5,24702,90,-90,624,-780
5,24712,92,-92,627,-784
5,24722,92,-92,631,-788
5,24732,94,-94,635,-792
5,24742,94,-94,639,-797
5,24752,95,-95,643,-801
